2016-08-02,3080
2016-08-03,3070
2016-08-04,3070
2016-08-05,3070
2016-08-08,3140
2016-08-09,3150
2016-08-10,3170
2016-08-11,3170
2016-08-12,3170
2016-08-15,3160
2016-08-16,3210
2016-08-17,3210
2016-08-18,3230
2016-08-19,3240
2016-08-22,3240
2016-08-23,3260
2016-08-24,3260
2016-08-25,3220
2016-08-26,3200
2016-08-29,3180
2016-08-30,3180
2016-08-31,3180
2016-09-01,3180
2016-09-02,3160
2016-09-05,3160
2016-09-06,3180
2016-09-07,3210
2016-09-08,3260
2016-09-09,3260
2016-09-12,3260
2016-09-13,3230
2016-09-14,3210
2016-09-18,3230
2016-09-19,3350
2016-09-20,3350
2016-09-21,3370
2016-09-22,3370
2016-09-23,3370
2016-09-26,3320
2016-09-27,3310
2016-09-28,3310
2016-09-29,3300
2016-09-30,3300
2016-10-08,3300
2016-10-09,3310
2016-10-10,3310
2016-10-11,3310
2016-10-12,3300
2016-10-13,3220
2016-10-14,3220
2016-10-17,3240
2016-10-18,3280
2016-10-19,3280
2016-10-20,3280
2016-10-21,3280
2016-10-24,3260
2016-10-25,3280
2016-10-26,3280
2016-10-27,3370
2016-10-28,3370
2016-10-31,3270
2016-11-01,3250
2016-11-02,3200
2016-11-03,3180
2016-11-04,3150
2016-11-07,3160
2016-11-08,3180
2016-11-09,3180
2016-11-10,3200
2016-11-11,3280
2016-11-14,3250
2016-11-15,3250
2016-11-16,3250
2016-11-17,3280
2016-11-18,3280
2016-11-21,3350
2016-11-22,3350
2016-11-23,3370
2016-11-24,3370
2016-11-25,3370
2016-11-28,3400
2016-11-29,3420
2016-11-30,3420
2016-12-01,3370
2016-12-02,3340
2016-12-05,3340
2016-12-06,3340
2016-12-07,3390
2016-12-08,3390
2016-12-09,3400
2016-12-12,3450
2016-12-13,3400
2016-12-14,3400
2016-12-15,3400
2016-12-16,3380
2016-12-19,3380
2016-12-20,3380
2016-12-21,3380
2016-12-22,3450
2016-12-23,3400
2016-12-26,3380
2016-12-27,3350
2016-12-28,3350
2016-12-29,3330
2016-12-30,3330
2017-01-03,3330
2017-01-04,3180
2017-01-05,3180
2017-01-06,3180
2017-01-09,3160
2017-01-10,3160
2017-01-11,3150
2017-01-12,3120
2017-01-13,3180
2017-01-16,3230
2017-01-17,3250
2017-01-18,3250
2017-01-19,3270
2017-01-20,3270
2017-01-22,3270
2017-01-23,3270
2017-01-24,3270
2017-01-25,3270
2017-01-26,3270
2017-02-03,3270
2017-02-04,3270
2017-02-06,3200
2017-02-07,3200
2017-02-08,3200
2017-02-09,3220
2017-02-10,3200
2017-02-13,3220
2017-02-14,3190
2017-02-15,3190
2017-02-16,3190
2017-02-17,3140
2017-02-20,3130
2017-02-21,3130
2017-02-22,3130
2017-02-23,3130
2017-02-24,3130
2017-02-27,3060
2017-02-28,3060
2017-03-01,3090
2017-03-02,3110
2017-03-03,3120
2017-03-06,3100
2017-03-07,3110
2017-03-08,3080
2017-03-09,3080
2017-03-10,3030
2017-03-13,3020
2017-03-14,3020
2017-03-15,3020
2017-03-16,3010
2017-03-17,3010
2017-03-20,3020
2017-03-21,3020
2017-03-22,3020
2017-03-23,3020
2017-03-24,3000
2017-03-27,2960
2017-03-28,2920
2017-03-29,2920
2017-03-30,2920
2017-03-31,2920
2017-04-01,2920
2017-04-05,2870
2017-04-06,2880
2017-04-07,2870
2017-04-10,2900
2017-04-11,2900
2017-04-12,2950
2017-04-13,2960
2017-04-14,2980
2017-04-17,2980
2017-04-18,2970
2017-04-19,2970
2017-04-20,2970
2017-04-21,2970
2017-04-24,2980
2017-04-25,2980
2017-04-26,2980
2017-04-27,2960
2017-04-28,2950
2017-05-02,3000
2017-05-03,2980
2017-05-04,2980
2017-05-05,2980
2017-05-08,2940
2017-05-09,2910
2017-05-10,2930
2017-05-11,2920
2017-05-12,2910
2017-05-15,2910
2017-05-16,2880
2017-05-17,2890
2017-05-18,2870
2017-05-19,2830
2017-05-22,2860
2017-05-23,2850
2017-05-24,2790
2017-05-25,2790
2017-05-26,2750
2017-05-27,2750
2017-05-31,2720
2017-06-01,2680
2017-06-02,2680
2017-06-05,2690
2017-06-06,2690
2017-06-07,2690
2017-06-08,2700
2017-06-09,2730
2017-06-12,2720
2017-06-13,2690
2017-06-14,2690
2017-06-15,2700
2017-06-16,2730
2017-06-19,2760
2017-06-20,2760
2017-06-21,2740
2017-06-22,2690
2017-06-23,2660
2017-06-26,2660
2017-06-27,2670
2017-06-28,2670
2017-06-29,2670
2017-06-30,2670
2017-07-03,2790
2017-07-04,2820
2017-07-05,2820
2017-07-06,2810
2017-07-07,2820
2017-07-10,2940
2017-07-11,2960
2017-07-12,2960
2017-07-13,2860
2017-07-14,2800
2017-07-17,2800
2017-07-18,2820
2017-07-19,2820
2017-07-20,2840
2017-07-21,2840
2017-07-24,2810
2017-07-25,2850
2017-07-26,2830
2017-07-27,2830
2017-07-28,2850
2017-07-31,2860
2017-08-01,2850
2017-08-02,2810
2017-08-03,2800
2017-08-04,2800
2017-08-07,2820
2017-08-08,2870
2017-08-09,2870
2017-08-10,2860
2017-08-11,2820
2017-08-14,2790
2017-08-15,2800
2017-08-16,2800
2017-08-17,2780
2017-08-18,2800
2017-08-21,2800
2017-08-22,2800
2017-08-23,2810
2017-08-24,2810
2017-08-25,2820
2017-08-28,2820
2017-08-29,2820
2017-08-30,2820
